Miss,0.53948456,0.460959584,0.392271042,0.443026125,0.541481495,0.5272156,0.27030158,0.409935176,0.551998854,0.588116527,0.39147073,0.401088059,0.526688099,0.605663896,0.425879806,0.607358515,0.508812904,0.735440135,0.414637446,0.735122561,0.494905353,0.807093024,0.415584564,0.813250184
Miss,0.543608963,0.43019405,0.42504701,0.420905769,0.631087005,0.424895436,0.372211486,0.369559646,0.636668205,0.435286582,0.39435032,0.375621498,0.536741138,0.580512643,0.441542447,0.578822553,0.5632056,0.694865346,0.365471095,0.687251091,0.568035781,0.789376616,0.334454566,0.786721349
L-Fold,0.540879786,0.422331572,0.437402725,0.422588408,0.53850323,0.466927588,0.433012903,0.441539228,0.603802621,0.460476965,0.453972638,0.410499632,0.532355011,0.571833849,0.439488173,0.569855154,0.567161024,0.683338583,0.371347696,0.685914159,0.577715039,0.786763668,0.334027797,0.789235234
L-Fold,0.539149463,0.420284569,0.436555684,0.416493893,0.51006943,0.483065069,0.451189309,0.473741621,0.481436491,0.494031966,0.456208497,0.414736509,0.527467012,0.568448782,0.439008921,0.566742063,0.566213429,0.683185101,0.368528903,0.684697509,0.580243647,0.78815496,0.3346214,0.790897369
L-Fold,0.538320899,0.419898897,0.434679061,0.415049374,0.514738321,0.480536044,0.458576798,0.459042937,0.468576014,0.508707881,0.452449769,0.428024054,0.52532357,0.564347804,0.436772704,0.563255429,0.562261999,0.68380934,0.364899099,0.683009505,0.584371507,0.786811292,0.333023489,0.790199041
L-Fold,0.530696213,0.41450128,0.432518542,0.412866414,0.519709706,0.46799916,0.444578648,0.468084008,0.528080165,0.455970138,0.478538185,0.452872366,0.519964218,0.56167537,0.43588239,0.560950339,0.560038567,0.682574511,0.36837551,0.682544112,0.584510982,0.786810219,0.333916932,0.789866447
Miss,0.583734572,0.454476923,0.451256633,0.437431574,0.590617299,0.517483234,0.412640154,0.404667467,0.615672886,0.578300357,0.492090851,0.397091359,0.585606337,0.583050549,0.491185427,0.5902403,0.601071,0.70332855,0.474351794,0.715843976,0.603239954,0.795787334,0.474093586,0.802279353
Miss,0.611709893,0.44117856,0.46736747,0.423210233,0.580976129,0.448476881,0.401096612,0.367154777,0.569691062,0.406593949,0.292770833,0.305223614,0.569634557,0.589605689,0.467475981,0.58942312,0.600683212,0.735448122,0.304295421,0.699421048,0.610990763,0.827499568,0.329245895,0.809746563
Miss,0.531556427,0.385497928,0.506691098,0.383312851,0.650754035,0.336549103,0.621854186,0.334424078,0.712417781,0.283260345,0.692263961,0.272189409,0.52164036,0.550936401,0.474441707,0.550791383,0.554407477,0.671735287,0.417582393,0.682697535,0.573678434,0.788796306,0.283660978,0.790042162
L-Fold,0.595314443,0.431743234,0.461532801,0.430460602,0.666879237,0.490354449,0.413927108,0.451565504,0.674725413,0.513117433,0.537149429,0.420121282,0.535871267,0.604306221,0.449083805,0.598276496,0.574322879,0.753387511,0.401756257,0.750447035,0.58765763,0.871666729,0.284969598,0.872084618
L-Fold,0.591181815,0.434323639,0.453943759,0.439315557,0.612928331,0.497449934,0.463037968,0.49043259,0.638199806,0.510688543,0.522780418,0.409950912,0.537817836,0.610133231,0.443147779,0.604270339,0.58270216,0.755807102,0.385095328,0.752515316,0.592562139,0.874192357,0.285042226,0.872985184
L-Fold,0.582520545,0.436204761,0.450062513,0.434774399,0.53783232,0.510026097,0.492343724,0.503413677,0.563895106,0.451898158,0.514894068,0.416469634,0.537426054,0.615582526,0.436146498,0.60856688,0.583084941,0.760322094,0.367191523,0.756805599,0.594723165,0.874116898,0.282461315,0.874921679
L-Fold,0.576267719,0.439734995,0.444096893,0.435353845,0.555763781,0.50939095,0.489135534,0.496943057,0.572061419,0.480764538,0.551810443,0.484135389,0.536774278,0.613138437,0.433735013,0.608252287,0.581796944,0.757814109,0.362927556,0.751465619,0.594071925,0.876271427,0.278651834,0.873204887
L-Fold,0.55744487,0.432570994,0.395849407,0.432698578,0.490429521,0.500813127,0.433029711,0.496954829,0.40494749,0.441021979,0.503095329,0.484117568,0.522666335,0.604898691,0.407544702,0.604910553,0.574988008,0.751222491,0.355994999,0.753899217,0.601039708,0.867262959,0.286644608,0.873883426
L-Fold,0.508821666,0.429505885,0.421411037,0.425984472,0.526445031,0.465378344,0.544567227,0.372533858,0.525514841,0.436542988,0.634582996,0.320638359,0.494794309,0.600423574,0.405918032,0.598927021,0.537639499,0.719056904,0.348815292,0.732539773,0.572854102,0.830793083,0.28473413,0.840769947
L-Fold,0.54352957,0.403277338,0.401643723,0.39407444,0.546379566,0.467399538,0.476707965,0.448337734,0.483812064,0.449435532,0.553263545,0.376974106,0.506560445,0.560928583,0.414368272,0.562248528,0.513442755,0.701429963,0.411289513,0.710202992,0.522310317,0.8122648,0.435422629,0.793349743
Miss,0.516138017,0.450960934,0.388869613,0.456214607,0.570590913,0.405846775,0.505015135,0.440902412,0.642041087,0.343511879,0.564325571,0.386652678,0.529232442,0.604516327,0.440896004,0.609178841,0.613686979,0.71752274,0.431653202,0.743102014,0.612165928,0.826475978,0.361433655,0.848808944
